		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
11/11/25	11:00 p	20.7	21.2	20.2	83	17.7	0.4	SW	1.61	2.2	WSW	20.7	21.6	21.6	1006.1	0.00	0.0	0.000	0.100	24.8	63	17.3	25.4	11.42	1.1541	1340	1	98.0	60
12/11/25	12:00 a	19.7	20.2	19.2	87	17.5	0.4	SSW	1.61	2.2	SSW	19.7	20.6	20.6	1005.9	0.00	0.0	0.000	0.058	24.6	64	17.3	25.2	11.63	1.1546	1336	1	97.7	60
12/11/25	1:00 a	19.2	19.6	18.5	88	17.1	0.0	SSE	0.00	0.9	SE	19.2	19.9	19.9	1005.6	0.00	0.0	0.000	0.035	24.3	64	17.1	24.9	11.63	1.1554	1330	1	97.2	60
12/11/25	2:00 a	18.4	18.6	18.3	89	16.6	0.0	NE	0.00	0.9	NE	18.4	19.0	19.0	1005.5	0.00	0.0	0.000	0.005	24.2	65	17.2	24.9	11.84	1.1559	1339	1	97.9	60
12/11/25	3:00 a	17.8	18.3	17.5	91	16.3	0.0	---	0.00	0.0	---	17.8	18.3	18.3	1005.8	0.00	0.0	0.021	0.000	23.9	65	17.0	24.7	11.85	1.1574	1337	1	97.7	60
12/11/25	4:00 a	17.4	17.7	17.2	91	15.9	0.0	WNW	0.00	0.9	WNW	17.4	17.8	17.8	1006.1	0.00	0.0	0.039	0.000	23.7	65	16.7	24.4	11.85	1.1588	1338	1	97.8	60
12/11/25	5:00 a	17.0	17.3	16.8	93	15.9	0.0	NNE	0.00	0.9	NNE	17.0	17.4	17.4	1006.6	0.00	0.0	0.056	0.000	23.6	65	16.6	24.2	11.85	1.1603	1331	1	97.3	60
12/11/25	6:00 a	17.4	18.5	16.9	89	15.6	0.0	NNW	0.00	0.9	N	17.4	17.8	17.8	1007.0	0.00	0.0	0.039	0.000	23.4	65	16.5	24.1	11.85	1.1614	1331	1	97.3	60
12/11/25	7:00 a	20.1	22.1	18.5	78	16.2	0.4	WNW	1.61	1.8	WNW	20.1	20.8	20.8	1007.7	0.00	0.0	0.000	0.074	23.6	65	16.6	24.3	11.85	1.1613	1333	1	97.4	60
12/11/25	8:00 a	23.3	24.3	22.1	68	17.0	0.9	SSW	3.22	3.1	SSW	23.3	24.1	24.1	1007.6	0.00	0.0	0.000	0.206	24.1	64	16.9	24.8	11.64	1.1589	1339	1	97.9	60
12/11/25	9:00 a	25.8	26.8	24.3	60	17.4	0.9	S	3.22	3.1	SSE	25.8	26.3	26.3	1007.3	0.00	0.0	0.000	0.310	25.0	63	17.5	25.6	11.41	1.1542	1338	1	97.8	60
